-0.336899196981877,-0.43048230725462,-0.561498661636461
-0.33698599978731,-0.430023319818311,-0.561504079537684
-0.337072802592744,-0.429564332382002,-0.561509497438906
-0.337159605398177,-0.429105344945693,-0.561514915340128
-0.33724640820361,-0.428646357509385,-0.56152033324135
-0.337333211009044,-0.428187370073076,-0.561525751142572
-0.337420013814477,-0.427728382636767,-0.561531169043794
-0.33750681661991,-0.427269395200458,-0.561536586945016
-0.337593619425343,-0.426810407764149,-0.561542004846238
-0.337680422230777,-0.42635142032784,-0.56154742274746
-0.33776722503621,-0.425892432891531,-0.561552840648682
-0.337854027841643,-0.425433445455222,-0.561558258549904
-0.337940830647077,-0.424974458018913,-0.561563676451126
-0.33802763345251,-0.424515470582604,-0.561569094352348
-0.338114436257943,-0.424056483146295,-0.56157451225357
-0.338201239063377,-0.423597495709986,-0.561579930154793
-0.33828804186881,-0.423138508273677,-0.561585348056015
-0.338374844674243,-0.422679520837368,-0.561590765957237
-0.338461647479677,-0.422220533401059,-0.561596183858459
-0.33854845028511,-0.42176154596475,-0.561601601759681
-0.338635253090543,-0.421302558528441,-0.561607019660903
-0.338722055895977,-0.420843571092132,-0.561612437562125
-0.33880885870141,-0.420384583655823,-0.561617855463347
-0.338895661506843,-0.419925596219514,-0.561623273364569
-0.338982464312277,-0.419466608783205,-0.561628691265791
-0.339068933687316,-0.419007899716789,-0.561634340358166
-0.339142399276984,-0.418560047076183,-0.561649005905482
-0.339215864866652,-0.418112194435577,-0.561663671452799
-0.339289330456321,-0.417664341794971,-0.561678337000116
-0.339362796045989,-0.417216489154365,-0.561693002547432
-0.339436261635657,-0.416768636513759,-0.561707668094749
-0.339509727225326,-0.416320783873153,-0.561722333642066
-0.339583192814994,-0.415872931232547,-0.561736999189383
-0.339656658404662,-0.415425078591941,-0.561751664736699
-0.33973012399433,-0.414977225951335,-0.561766330284016
-0.339803589583999,-0.41452937331073,-0.561780995831333
-0.339877055173667,-0.414081520670124,-0.561795661378649
-0.339950520763335,-0.413633668029518,-0.561810326925966
-0.340023986353004,-0.413185815388912,-0.561824992473283
-0.340097451942672,-0.412737962748306,-0.561839658020599
-0.34017091753234,-0.4122901101077,-0.561854323567916
-0.340244383122008,-0.411842257467094,-0.561868989115233
-0.340317848711677,-0.411394404826488,-0.56188365466255
-0.340391314301345,-0.410946552185882,-0.561898320209866
-0.340464779891013,-0.410498699545276,-0.561912985757183
-0.340538245480682,-0.41005084690467,-0.5619276513045
-0.34061171107035,-0.409602994264064,-0.561942316851816
-0.340685176660018,-0.409155141623459,-0.561956982399133
-0.340758642249686,-0.408707288982853,-0.56197164794645
-0.340832107839355,-0.408259436342247,-0.561986313493766
-0.34090493661774,-0.407812128305223,-0.562001330051376
-0.340965665981737,-0.407375167736269,-0.562023015804545
-0.341026395345735,-0.406938207167314,-0.562044701557714
-0.341087124709732,-0.40650124659836,-0.562066387310882
-0.34114785407373,-0.406064286029405,-0.562088073064051
-0.341208583437727,-0.40562732546045,-0.56210975881722
-0.341269312801725,-0.405190364891496,-0.562131444570389
-0.341330042165722,-0.404753404322541,-0.562153130323558
-0.34139077152972,-0.404316443753587,-0.562174816076727
-0.341451500893717,-0.403879483184632,-0.562196501829896
-0.341512230257715,-0.403442522615677,-0.562218187583065
-0.341572959621712,-0.403005562046723,-0.562239873336234
-0.34163368898571,-0.402568601477768,-0.562261559089403
-0.341694418349707,-0.402131640908814,-0.562283244842572
-0.341755147713705,-0.401694680339859,-0.56230493059574
-0.341815877077702,-0.401257719770904,-0.562326616348909
-0.3418766064417,-0.40082075920195,-0.562348302102078
-0.341937335805697,-0.400383798632995,-0.562369987855247
-0.341998065169695,-0.399946838064041,-0.562391673608416
-0.342058794533692,-0.399509877495086,-0.562413359361585
-0.34211952389769,-0.399072916926131,-0.562435045114754
-0.342180253261687,-0.398635956357177,-0.562456730867923
-0.342240982625685,-0.398198995788222,-0.562478416621092
-0.342301711989682,-0.397762035219268,-0.562500102374261
-0.34236244135368,-0.397325074650313,-0.562521788127429
-0.342422259061895,-0.39688891311892,-0.562543848817447
-0.342470833015466,-0.396462606384121,-0.562570533728602
